Date,Open,High,Low,Close,Volume
2021-01-04,320.1841088339891,328.45452880859375,301.28024152797565,328.45452880859375,1077750
2021-01-05,328.45448939789816,337.9064354378751,328.45448939789816,331.99896240234375,1390500
2021-01-06,333.18048095703125,342.6324004807579,330.8175078366457,333.18048095703125,2227500
2021-01-07,333.18048095703125,336.7249541587018,331.9989808757462,333.18048095703125,1753875
2021-01-08,333.1805087176593,335.543482034928,329.6360352206629,330.8175354003906,2748375
2021-01-11,328.45453822866193,331.99901176005824,319.0026178256674,324.9100646972656,926250
2021-01-12,324.9100312020701,327.2730313408557,319.00258493947456,322.54705810546875,723375
2021-01-13,322.54705510587644,323.7285551642816,319.00258197284484,320.18408203125,389625
2021-01-14,320.1840940970695,324.91004042441494,319.0025939941406,319.0025939941406,563625
2021-01-15,324.9100281805029,324.9100281805029,316.6396088982184,320.18408203125,298500
2021-01-18,319.00258197284484,320.18408203125,315.45810883981324,320.18408203125,921000
2021-01-19,319.0025939941406,320.1840940970695,317.8210938912118,319.0025939941406,374250
2021-01-20,319.0025939941406,319.0025939941406,316.6396208304679,319.0025939941406,159375
2021-01-21,319.0025939941406,320.1840940970695,315.4581207275391,319.0025939941406,150375
2021-01-22,320.18410252055514,354.44733598504786,316.63962916070466,342.6324157714844,564000
2021-01-25,341.4509304474948,343.8139035886819,321.36556409975793,335.54345703125,816375
2021-01-26,333.1804612305706,335.5434342110527,313.0951232910156,313.0951232910156,1180875
2021-01-27,313.09516314020306,314.2766362597247,307.1876893738498,309.5506896972656,645375
2021-01-28,309.55065262833534,317.8210716433428,306.0061796098513,307.1876525878906,171750
2021-01-29,309.55070879790344,316.6396561211975,300.09876100538605,302.4617614746094,363375
2021-02-01,311.9136564181347,323.72857666015625,296.55426280772525,323.72857666015625,236625
2021-02-02,323.72857036073793,330.81751695957024,323.72857036073793,329.6360168457031,651750
2021-02-03,330.8175233969321,330.8175233969321,320.1841032917684,323.72857666015625,244500
2021-02-04,326.0915222167969,330.81749532095654,319.0025760816491,326.0915222167969,427500
2021-02-05,329.6360446740975,330.8175448877087,324.91007086184004,327.2730712890625,280500
2021-02-08,333.1804683519446,333.1804683519446,322.54704914922297,326.0915222167969,473250
2021-02-09,327.2730436601541,330.81751695957024,323.72857036073793,329.6360168457031,540375
2021-02-10,329.63602896590277,329.63602896590277,324.91005537885286,328.45452880859375,186750
2021-02-11,328.4545043680643,329.6360044374571,321.365558036076,322.54705810546875,372000
2021-02-15,327.27306190339425,333.1805087176593,322.54708822667016,330.8175354003906,376500
2021-02-16,329.6360168457031,330.81751695957024,324.91004343241985,329.6360168457031,263625
2021-02-17,327.2730406302726,330.8175138968742,310.73214735800866,319.0025939941406,1193625
2021-02-18,314.27662062461025,319.0025939941406,306.00620103066325,319.0025939941406,247500
2021-02-19,319.0026271764707,326.0915744470589,314.2766533153493,321.3656005859375,158625
2021-02-22,321.3655911658693,326.09156488846,314.2766441030767,324.9100646972656,232500
2021-02-23,324.91004975482844,324.91004975482844,316.6396299233805,323.72857666015625,132375
2021-02-24,323.7285796537629,323.7285796537629,317.82110595703125,317.82110595703125,117750
2021-02-25,321.3656005859375,324.91007422123164,321.3656005859375,321.3656005859375,106500
2021-02-26,324.91004975482844,324.91004975482844,317.8211030180526,323.72857666015625,676875
2021-03-01,323.7286010375921,323.7286010375921,315.45815354117656,321.3656005859375,457875
2021-03-02,320.1841032917684,323.72857666015625,319.0026031549105,323.72857666015625,903000
2021-03-03,324.91004042441494,324.91004042441494,316.6396208304679,319.0025939941406,238875
2021-03-04,319.00258197284484,322.54705510587644,314.276608781408,320.18408203125,220500
2021-03-05,321.3656005859375,322.5471008117648,310.73217968005514,321.3656005859375,230250
2021-03-08,321.36556715781336,321.36556715781336,317.8210938912118,319.0025939941406,149625
2021-03-09,319.0026341127546,319.0026341127546,315.4581604003906,315.4581604003906,191625
2021-03-10,317.8210819144397,323.7285551642816,317.8210819144397,320.18408203125,444375
2021-03-12,320.184127402298,322.5471008117648,315.45815354117656,321.3656005859375,118500
2021-03-15,321.3655642038265,321.3655642038265,313.09514468590106,316.6396179199219,609375
2021-03-16,316.6396328514337,323.7285796537629,313.0951594502691,317.82110595703125,202125
2021-03-17,315.45811782785336,316.6396179199219,314.2766177357849,316.6396179199219,418500
2021-03-18,316.6396088982184,321.3655550474713,315.45810883981324,320.18408203125,172500
2021-03-19,319.0026271764707,333.18052171764714,317.82112695064336,321.3656005859375,605625
2021-03-22,321.3655763864405,323.72857666015625,319.0026031549105,323.72857666015625,167250
2021-03-23,323.72856736367106,329.6360137939453,316.6396208304679,319.0025939941406,790875
2021-03-24,319.0025939941406,321.36556715781336,315.4581207275391,319.0025939941406,233625
2021-03-25,319.0026271764707,321.3656005859375,315.45815354117656,321.3656005859375,124875
2021-03-26,321.3655550474713,321.3655550474713,319.00258197284484,320.18408203125,183000
2021-03-29,319.0026271764707,321.3656005859375,317.82112695064336,321.3656005859375,38250
2021-03-30,321.3655550474713,322.54705510587644,319.00258197284484,320.18408203125,99000
2021-03-31,319.0025939941406,329.6360137939453,316.6396208304679,319.0025939941406,340500
2021-04-01,319.0025939941406,320.1840940970695,315.4581207275391,319.0025939941406,81000
2021-04-05,315.4581207275391,320.1840940970695,315.4581207275391,319.0025939941406,141375
2021-04-06,319.0025939941406,322.5470672607422,317.8210938912118,319.0025939941406,139500
2021-04-07,319.0026061048148,319.0026061048148,314.2766325558666,317.82110595703125,198000
2021-04-08,317.82110595703125,317.82110595703125,314.2766325558666,317.82110595703125,157500
2021-04-09,319.0025692633123,319.0025692633123,313.0951232910156,313.0951232910156,431625
2021-04-12,317.8210938912118,320.1840940970695,313.09514756386636,319.0025939941406,126750
2021-04-13,319.0025939941406,319.0025939941406,311.9136474609375,319.0025939941406,119625
2021-04-14,314.276608781408,320.18408203125,314.276608781408,320.18408203125,28125
2021-04-15,320.184127402298,321.3656005859375,314.2766533153493,321.3656005859375,138375
2021-04-16,321.36556715781336,321.36556715781336,314.27662062461025,319.0025939941406,59625
2021-04-19,316.6396328514337,319.0026061048148,311.91365930248554,317.82110595703125,188625
2021-04-20,317.8210938912118,319.0025939941406,314.27662062461025,319.0025939941406,63000
2021-04-21,317.8210692519798,319.0025692633123,310.7321232683506,313.0951232910156,164625
2021-04-22,315.4580962714977,317.8210692519798,310.7321232683506,313.0951232910156,222375
2021-04-23,314.2766418457031,317.82111535164034,309.55069519924473,314.2766418457031,39000
2021-04-26,313.0951687051819,314.2766418457031,310.7321683397659,314.2766418457031,156750
2021-04-27,313.0951687051819,314.2766418457031,310.7321683397659,314.2766418457031,151125
2021-04-28,315.4581207275391,320.1840940970695,315.4581207275391,319.0025939941406,143625
2021-04-29,317.82110595703125,319.0026061048148,310.732159154702,317.82110595703125,24750
2021-04-30,317.82110595703125,317.82110595703125,310.732159154702,317.82110595703125,53250
2021-05-03,313.0951594502691,317.82110595703125,313.0951594502691,317.82110595703125,31125
2021-05-04,317.8210938912118,319.0025939941406,314.27662062461025,319.0025939941406,218250
2021-05-05,319.0025939941406,321.36556715781336,313.09514756386636,319.0025939941406,341250
2021-05-06,319.0025939941406,319.0025939941406,316.6396208304679,319.0025939941406,12375
2021-05-07,317.82111535164034,321.36558885757756,314.2766418457031,314.2766418457031,119250
2021-05-10,314.2766325558666,319.0026061048148,311.91365930248554,317.82110595703125,30000
2021-05-11,316.6396328514337,317.82110595703125,311.91365930248554,317.82110595703125,247875
2021-05-17,317.8210692519798,317.8210692519798,308.36915028786854,313.0951232910156,174750
2021-05-18,313.09517545061954,313.09517545061954,307.1877014519936,308.36920166015625,430125
2021-05-19,313.0951726879887,313.0951726879887,298.9172784838863,306.0062255859375,288000
2021-05-20,306.00620414566924,307.18767721844,284.739364329573,285.92083740234375,1088250
2021-05-21,287.1023466528916,291.82832022091065,282.37637308487245,290.6468200683594,805500
2021-05-24,295.37276192985456,295.37276192985456,280.01336976417224,282.3763427734375,771000
2021-05-25,280.0133944059673,282.3763676231794,265.8355010183234,269.3799743652344,1528125
2021-05-27,269.3799714829446,282.37636460183194,264.65399805690134,267.0169982910156,1132500
2021-05-28,272.9244331993276,311.9136379420887,272.9244331993276,295.3727722167969,403125
2021-05-31,296.5542907714844,300.0987644741005,294.1913173171364,296.5542907714844,184875
2021-06-02,296.55426654223015,300.09873995525356,294.1912932809432,298.9172668457031,351000
2021-06-03,298.9172668457031,298.9172668457031,291.8283200196563,298.9172668457031,180375
2021-06-04,297.73576035610466,304.82470703125,288.2838404699727,304.82470703125,247500
2021-06-07,303.6431975941237,309.550671003729,294.19127799781376,300.0987243652344,274500
2021-06-08,300.09872140624793,307.18766779412925,295.3727751757833,297.7357482910156,736125
2021-06-09,297.7357910197525,307.1877118793327,296.5542907714844,296.5542907714844,1599000
2021-06-10,296.55427203675066,307.1876924728356,296.55427203675066,303.6432189941406,4774500
2021-06-11,303.6432039746117,304.8247040897967,290.6468108763178,294.1912841796875,633000
2021-06-14,294.19128412266514,295.37278423762115,282.37636409966103,285.92083740234375,697125
2021-06-15,285.92084650034025,300.09874016221147,285.92084650034025,290.6468200683594,197625
2021-06-16,285.920834630151,291.82830810546875,282.37636136183426,291.82830810546875,88875
2021-06-17,297.73573247766547,297.73573247766547,283.5578404549195,288.2838134765625,156750
2021-06-18,288.283853379104,288.283853379104,278.8319060275355,284.7393798828125,157500
2021-06-21,284.7393798828125,284.7393798828125,271.74295903495255,284.7393798828125,236625
2021-06-22,288.2838657238608,288.2838657238608,276.46894454956055,283.5578918457031,526875
2021-06-23,283.5578918457031,289.4653389117593,278.83191796754545,283.5578918457031,89625
2021-06-24,288.28385887143475,290.64683223325244,283.5578851056122,289.46533203125,22125
2021-06-25,289.46531991580804,291.82832022091065,283.5578732374238,290.6468200683594,109500
2021-06-28,289.4653389117593,290.6468391418457,283.5578918457031,283.5578918457031,106125
2021-06-29,282.37634043896304,288.2838134765625,275.28739442759,288.2838134765625,34125
2021-06-30,283.5578824266975,287.10235595703125,278.8319087055236,287.10235595703125,42000
2021-07-01,283.55784279916173,285.92081580842705,282.3763427734375,282.3763427734375,354750
2021-07-02,285.92083740234375,287.1023375172997,274.10594442152484,285.92083740234375,227625
2021-07-05,280.01336744923304,289.465286450336,278.83186743327656,288.2838134765625,177375
